#####################################################################
# Alchemist log file - simulation started at: 2025-02-17T17:16+0000 #
#####################################################################
#
# seed = 10.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
24.0 12 -0.33984160437116406 6.864478736472301 5.0 5.0 5.0 1.2 0.24 0.11 0.13 0.33 6.0 3.7 1.9 3.5 1.4 3.00 0.917 1.72 0.00 1.31 0.102 0.100 2.82e-07 0.100 0.000531 12.8 5.49 17.0 4.46 4.13 0.188 0.110 0.00123 0.100 0.0351
25.0 12 -0.33984160437116406 6.864478736472301 5.0 5.0 5.0 1.2 0.24 0.11 0.13 0.33 6.0 3.7 1.9 3.5 1.4 3.00 0.917 1.72 0.00 1.31 0.102 0.100 2.82e-07 0.100 0.000531 14.2 5.73 21.1 4.46 4.59 0.181 0.109 0.00116 0.100 0.0340
26.0 12 -0.33984160437116406 6.864478736472301 5.0 5.0 5.0 1.2 0.24 0.11 0.13 0.33 6.0 3.7 1.9 3.5 1.4 3.00 0.917 1.72 0.00 1.31 0.102 0.100 2.82e-07 0.100 0.000531 14.2 3.82 21.8 2.04 4.67 0.181 0.109 0.00116 0.100 0.0340
27.0 12 -0.33984160437116406 6.864478736472301 5.0 5.0 5.0 1.2 0.24 0.11 0.13 0.33 6.0 3.7 1.9 3.5 1.4 3.00 0.917 1.72 0.00 1.31 0.102 0.100 2.82e-07 0.100 0.000531 14.2 3.82 21.8 2.04 4.67 0.181 0.109 0.00116 0.100 0.0340
28.0 12 -0.33984160437116406 6.864478736472301 5.0 5.0 5.0 1.2 0.24 0.11 0.13 0.33 6.0 3.7 1.9 3.5 1.4 3.00 0.917 1.72 0.00 1.31 0.102 0.100 2.82e-07 0.100 0.000531 14.2 3.82 21.8 2.04 4.67 0.181 0.109 0.00116 0.100 0.0340
29.0 12 -0.33984160437116406 6.864478736472301 5.0 5.0 5.0 1.2 0.24 0.11 0.13 0.33 6.0 3.7 1.9 3.5 1.4 3.00 0.917 1.72 0.00 1.31 0.102 0.100 2.82e-07 0.100 0.000531 14.2 3.82 21.8 2.04 4.67 0.181 0.109 0.00116 0.100 0.0340
30.0 12 -0.33984160437116406 6.864478736472301 5.0 5.0 5.0 1.2 0.24 0.11 0.13 0.33 6.0 3.7 1.9 3.5 1.4 3.00 0.917 1.72 0.00 1.31 0.102 0.100 2.82e-07 0.100 0.000531 14.2 3.82 21.8 2.04 4.67 0.181 0.109 0.00116 0.100 0.0340
31.0 13 -0.4999541605661652 6.629620387423397 5.0 5.0 5.0 1.3 0.25 0.12 0.14 0.35 7.0 4.2 2.5 4.0 1.6 3.00 0.923 1.58 0.00 1.26 0.102 0.100 2.61e-07 0.100 0.000511 14.2 3.53 21.2 1.65 4.60 0.181 0.108 0.00107 0.100 0.0327
32.0 13 -0.4999541605661652 6.629620387423397 5.0 5.0 5.0 1.3 0.25 0.12 0.14 0.35 7.0 4.2 2.5 4.0 1.6 3.00 0.923 1.58 0.00 1.26 0.102 0.100 2.61e-07 0.100 0.000511 14.2 3.53 21.2 1.65 4.60 0.181 0.105 0.00133 0.100 0.0365
33.0 13 -0.4999541605661652 6.629620387423397 5.0 5.0 5.0 1.3 0.25 0.12 0.14 0.35 7.0 4.2 2.5 4.0 1.6 3.00 0.923 1.58 0.00 1.26 0.102 0.100 2.61e-07 0.100 0.000511 14.2 3.53 21.2 1.65 4.60 0.181 0.105 0.00133 0.100 0.0365
34.0 13 -0.4999541605661652 6.629620387423397 5.0 5.0 5.0 1.3 0.25 0.12 0.14 0.35 7.0 4.2 2.5 4.0 1.6 3.00 0.923 1.58 0.00 1.26 0.102 0.100 2.61e-07 0.100 0.000511 14.2 3.53 21.2 1.65 4.60 0.181 0.105 0.00133 0.100 0.0365
35.0 13 -0.4999541605661652 6.629620387423397 5.0 5.0 5.0 1.3 0.25 0.12 0.14 0.35 7.0 4.2 2.5 4.0 1.6 3.00 0.923 1.58 0.00 1.26 0.102 0.100 2.61e-07 0.100 0.000511 14.2 3.53 21.2 1.65 4.60 0.181 0.105 0.00133 0.100 0.0365
36.0 13 -0.4999541605661652 6.629620387423397 5.0 5.0 5.0 1.3 0.25 0.12 0.14 0.35 7.0 4.2 2.5 4.0 1.6 3.00 0.923 1.58 0.00 1.26 0.102 0.100 2.61e-07 0.100 0.000511 15.5 3.70 25.2 1.65 5.02 0.163 0.102 0.00109 0.100 0.0331
37.0 13 -0.4999541605661652 6.629620387423397 5.0 5.0 5.0 1.3 0.25 0.12 0.14 0.35 7.0 4.2 2.5 4.0 1.6 3.00 0.923 1.58 0.00 1.26 0.102 0.100 2.61e-07 0.100 0.000511 15.5 4.40 30.6 1.66 5.53 0.163 0.102 0.00109 0.100 0.0331
38.0 13 -0.4999541605661652 6.629620387423397 5.0 5.0 5.0 1.3 0.25 0.12 0.14 0.35 7.0 4.2 2.5 4.0 1.6 3.00 0.923 1.58 0.00 1.26 0.102 0.100 2.61e-07 0.100 0.000511 15.5 4.40 30.6 1.66 5.53 0.163 0.102 0.00109 0.100 0.0331
39.0 13 -0.4999541605661652 6.629620387423397 5.0 5.0 5.0 1.3 0.25 0.12 0.14 0.35 7.0 4.2 2.5 4.0 1.6 3.00 0.923 1.58 0.00 1.26 0.102 0.100 2.61e-07 0.100 0.000511 15.5 4.40 30.6 1.66 5.53 0.163 0.102 0.00109 0.100 0.0331
40.0 13 -0.4999541605661652 6.629620387423397 5.0 5.0 5.0 1.3 0.25 0.12 0.14 0.35 7.0 4.2 2.5 4.0 1.6 3.00 0.923 1.58 0.00 1.26 0.102 0.100 2.61e-07 0.100 0.000511 15.5 4.40 30.6 1.66 5.53 0.163 0.102 0.00109 0.100 0.0331
41.0 13 -0.4999541605661652 6.629620387423397 5.0 5.0 5.0 1.3 0.25 0.12 0.14 0.35 7.0 4.2 2.5 4.0 1.6 3.00 0.923 1.58 0.00 1.26 0.102 0.100 2.61e-07 0.100 0.000511 15.5 4.40 30.6 1.66 5.53 0.163 0.102 0.00109 0.100 0.0331
42.0 15 -0.3461209380655594 5.729315410034634 5.0 5.0 5.0 1.5 0.26 0.14 0.15 0.38 9.0 4.5 3.8 4.0 2.0 3.00 0.933 1.50 0.00 1.22 0.102 0.100 2.28e-07 0.100 0.000477 15.5 3.81 28.6 1.35 5.35 0.163 0.101 0.000939 0.100 0.0306
43.0 15 -0.3461209380655594 5.729315410034634 5.0 5.0 5.0 1.5 0.26 0.14 0.15 0.38 9.0 4.5 3.8 4.0 2.0 3.00 0.933 1.50 0.00 1.22 0.102 0.100 2.28e-07 0.100 0.000477 15.5 3.81 28.6 1.35 5.35 0.163 0.101 0.000939 0.100 0.0306
44.0 15 -0.3461209380655594 5.729315410034634 5.0 5.0 5.0 1.5 0.26 0.14 0.15 0.38 9.0 4.5 3.8 4.0 2.0 3.00 0.933 1.50 0.00 1.22 0.102 0.100 2.28e-07 0.100 0.000477 15.5 3.81 28.6 1.35 5.35 0.163 0.101 0.000939 0.100 0.0306
45.0 15 -0.3461209380655594 5.729315410034634 5.0 5.0 5.0 1.5 0.26 0.14 0.15 0.38 9.0 4.5 3.8 4.0 2.0 3.00 0.933 1.50 0.00 1.22 0.102 0.100 2.28e-07 0.100 0.000477 15.5 3.81 28.6 1.35 5.35 0.163 0.101 0.000939 0.100 0.0306
46.0 15 -0.3461209380655594 5.729315410034634 5.0 5.0 5.0 1.5 0.26 0.14 0.15 0.38 9.0 4.5 3.8 4.0 2.0 3.00 0.933 1.50 0.00 1.22 0.102 0.100 2.28e-07 0.100 0.000477 15.5 3.81 28.6 1.35 5.35 0.163 0.101 0.000939 0.100 0.0306
47.0 15 -0.3461209380655594 5.729315410034634 5.0 5.0 5.0 1.5 0.26 0.14 0.15 0.38 9.0 4.5 3.8 4.0 2.0 3.00 0.933 1.50 0.00 1.22 0.102 0.100 2.28e-07 0.100 0.000477 16.7 4.17 36.9 1.35 6.07 0.163 0.101 0.000939 0.100 0.0306
48.0 15 -0.3461209380655594 5.729315410034634 5.0 5.0 5.0 1.5 0.26 0.14 0.15 0.38 9.0 4.5 3.8 4.0 2.0 3.00 0.933 1.50 0.00 1.22 0.102 0.100 2.28e-07 0.100 0.000477 16.7 4.82 27.1 2.12 5.21 0.163 0.101 0.000939 0.100 0.0306
49.0 15 -0.3461209380655594 5.729315410034634 5.0 5.0 5.0 1.5 0.26 0.14 0.15 0.38 9.0 4.5 3.8 4.0 2.0 3.00 0.933 1.50 0.00 1.22 0.102 0.100 2.28e-07 0.100 0.000477 16.7 4.82 27.1 2.12 5.21 0.163 0.101 0.000939 0.100 0.0306
50.0 15 -0.3461209380655594 5.729315410034634 5.0 5.0 5.0 1.5 0.26 0.14 0.15 0.38 9.0 4.5 3.8 4.0 2.0 3.00 0.933 1.50 0.00 1.22 0.102 0.100 2.28e-07 0.100 0.000477 16.7 4.82 27.1 2.12 5.21 0.163 0.101 0.000939 0.100 0.0306
51.0 15 -0.3461209380655594 5.729315410034634 5.0 5.0 5.0 1.5 0.26 0.14 0.15 0.38 9.0 4.5 3.8 4.0 2.0 3.00 0.933 1.50 0.00 1.22 0.102 0.100 2.28e-07 0.100 0.000477 16.7 4.82 27.1 2.12 5.21 0.163 0.101 0.000939 0.100 0.0306
52.0 15 -0.3461209380655594 5.729315410034634 5.0 5.0 5.0 1.5 0.26 0.14 0.15 0.38 9.0 4.5 3.8 4.0 2.0 3.00 0.933 1.50 0.00 1.22 0.102 0.100 2.28e-07 0.100 0.000477 16.7 4.82 27.1 2.12 5.21 0.163 0.101 0.000939 0.100 0.0306
53.0 16 -0.0134391484792728 5.550781717768589 5.0 5.0 5.0 1.6 0.26 0.15 0.15 0.39 10 4.9 4.3 4.0 2.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 2.14e-07 0.100 0.000462 16.7 4.52 26.8 2.09 5.17 0.163 0.101 0.000876 0.100 0.0296
54.0 16 -0.0134391484792728 5.550781717768589 5.0 5.0 5.0 1.6 0.26 0.15 0.15 0.39 10 4.9 4.3 4.0 2.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 2.14e-07 0.100 0.000462 16.7 4.52 26.8 2.09 5.17 0.163 0.0983 0.00104 0.100 0.0323
55.0 16 -0.0134391484792728 5.550781717768589 5.0 5.0 5.0 1.6 0.26 0.15 0.15 0.39 10 4.9 4.3 4.0 2.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 2.14e-07 0.100 0.000462 16.7 4.52 26.8 2.09 5.17 0.163 0.0967 0.00108 0.100 0.0328
56.0 16 -0.0134391484792728 5.550781717768589 5.0 5.0 5.0 1.6 0.26 0.15 0.15 0.39 10 4.9 4.3 4.0 2.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 2.14e-07 0.100 0.000462 16.7 4.52 26.8 2.09 5.17 0.163 0.0959 0.00116 0.100 0.0341
57.0 16 -0.0134391484792728 5.550781717768589 5.0 5.0 5.0 1.6 0.26 0.15 0.15 0.39 10 4.9 4.3 4.0 2.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 2.14e-07 0.100 0.000462 16.7 4.52 26.8 2.09 5.17 0.163 0.0959 0.00116 0.100 0.0341
58.0 16 -0.0134391484792728 5.550781717768589 5.0 5.0 5.0 1.6 0.26 0.15 0.15 0.39 10 4.9 4.3 4.0 2.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 2.14e-07 0.100 0.000462 17.7 4.72 31.9 2.09 5.65 0.163 0.0953 0.00112 0.100 0.0335
59.0 16 -0.0134391484792728 5.550781717768589 5.0 5.0 5.0 1.6 0.26 0.15 0.15 0.39 10 4.9 4.3 4.0 2.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 2.14e-07 0.100 0.000462 17.7 3.76 28.1 1.85 5.30 0.163 0.0953 0.00112 0.100 0.0335
60.0 16 -0.0134391484792728 5.550781717768589 5.0 5.0 5.0 1.6 0.26 0.15 0.15 0.39 10 4.9 4.3 4.0 2.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 2.14e-07 0.100 0.000462 17.7 3.76 28.1 1.85 5.30 0.163 0.0953 0.00112 0.100 0.0335
61.0 16 -0.0134391484792728 5.550781717768589 5.0 5.0 5.0 1.6 0.26 0.15 0.15 0.39 10 4.9 4.3 4.0 2.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 2.14e-07 0.100 0.000462 17.7 3.76 28.1 1.85 5.30 0.163 0.0953 0.00112 0.100 0.0335
62.0 16 -0.0134391484792728 5.550781717768589 5.0 5.0 5.0 1.6 0.26 0.15 0.15 0.39 10 4.9 4.3 4.0 2.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 2.14e-07 0.100 0.000462 17.7 3.76 28.1 1.85 5.30 0.163 0.0953 0.00112 0.100 0.0335
63.0 16 -0.0134391484792728 5.550781717768589 5.0 5.0 5.0 1.6 0.26 0.15 0.15 0.39 10 4.9 4.3 4.0 2.1 3.00 0.938 1.40 0.500 1.18 0.102 0.100 2.14e-07 0.100 0.000462 17.7 3.76 28.1 1.85 5.30 0.163 0.0953 0.00112 0.100 0.0335
64.0 17 0.631135946664845 5.278452657790535 5.0 5.0 5.0 1.7 0.27 0.16 0.15 0.40 10 4.7 4.8 4.0 2.2 3.00 0.941 1.31 1.00 1.14 0.102 0.100 2.02e-07 0.100 0.000449 17.7 3.54 27.1 1.71 5.21 0.163 0.0956 0.00105 0.100 0.0325
65.0 17 0.631135946664845 5.278452657790535 5.0 5.0 5.0 1.7 0.27 0.16 0.15 0.40 10 4.7 4.8 4.0 2.2 3.00 0.941 1.31 1.00 1.14 0.102 0.100 2.02e-07 0.100 0.000449 17.7 3.54 27.1 1.71 5.21 0.163 0.0927 0.00117 0.100 0.0343
66.0 17 0.631135946664845 5.278452657790535 5.0 5.0 5.0 1.7 0.27 0.16 0.15 0.40 10 4.7 4.8 4.0 2.2 3.00 0.941 1.31 1.00 1.14 0.102 0.100 2.02e-07 0.100 0.000449 17.7 3.54 27.1 1.71 5.21 0.163 0.0927 0.00117 0.100 0.0343
67.0 17 0.631135946664845 5.278452657790535 5.0 5.0 5.0 1.7 0.27 0.16 0.15 0.40 10 4.7 4.8 4.0 2.2 3.00 0.941 1.31 1.00 1.14 0.102 0.100 2.02e-07 0.100 0.000449 17.7 3.54 27.1 1.71 5.21 0.163 0.0927 0.00117 0.100 0.0343
68.0 17 0.631135946664845 5.278452657790535 5.0 5.0 5.0 1.7 0.27 0.16 0.15 0.40 10 4.7 4.8 4.0 2.2 3.00 0.941 1.31 1.00 1.14 0.102 0.100 2.02e-07 0.100 0.000449 17.7 3.54 27.1 1.71 5.21 0.163 0.0927 0.00117 0.100 0.0343
69.0 17 0.631135946664845 5.278452657790535 5.0 5.0 5.0 1.7 0.27 0.16 0.15 0.40 10 4.7 4.8 4.0 2.2 3.00 0.941 1.31 1.00 1.14 0.102 0.100 2.02e-07 0.100 0.000449 18.6 3.62 29.5 1.71 5.43 0.163 0.0905 0.00107 0.100 0.0326
70.0 17 0.631135946664845 5.278452657790535 5.0 5.0 5.0 1.7 0.27 0.16 0.15 0.40 10 4.7 4.8 4.0 2.2 3.00 0.941 1.31 1.00 1.14 0.102 0.100 2.02e-07 0.100 0.000449 19.1 4.38 41.3 1.60 6.42 0.163 0.0905 0.00107 0.100 0.0326
71.0 17 0.631135946664845 5.278452657790535 5.0 5.0 5.0 1.7 0.27 0.16 0.15 0.40 10 4.7 4.8 4.0 2.2 3.00 0.941 1.31 1.00 1.14 0.102 0.100 2.02e-07 0.100 0.000449 19.1 4.38 41.3 1.60 6.42 0.163 0.0905 0.00107 0.100 0.0326
72.0 17 0.631135946664845 5.278452657790535 5.0 5.0 5.0 1.7 0.27 0.16 0.15 0.40 10 4.7 4.8 4.0 2.2 3.00 0.941 1.31 1.00 1.14 0.102 0.100 2.02e-07 0.100 0.000449 19.1 4.38 41.3 1.60 6.42 0.163 0.0905 0.00107 0.100 0.0326
73.0 17 0.631135946664845 5.278452657790535 5.0 5.0 5.0 1.7 0.27 0.16 0.15 0.40 10 4.7 4.8 4.0 2.2 3.00 0.941 1.31 1.00 1.14 0.102 0.100 2.02e-07 0.100 0.000449 19.1 4.38 41.3 1.60 6.42 0.163 0.0905 0.00107 0.100 0.0326
74.0 17 0.631135946664845 5.278452657790535 5.0 5.0 5.0 1.7 0.27 0.16 0.15 0.40 10 4.7 4.8 4.0 2.2 3.00 0.941 1.31 1.00 1.14 0.102 0.100 2.02e-07 0.100 0.000449 19.1 4.38 41.3 1.60 6.42 0.163 0.0905 0.00107 0.100 0.0326
75.0 20 2.848036773823803 4.889912909166539 6.0 6.0 6.0 2.1 0.28 0.20 0.15 0.44 10 4.6 3.8 4.0 2.0 3.00 0.950 1.42 0.500 1.19 0.102 0.100 1.72e-07 0.100 0.000415 19.1 3.73 37.3 1.13 6.11 0.163 0.0919 0.000909 0.100 0.0302
76.0 20 2.848036773823803 4.889912909166539 6.0 6.0 6.0 2.1 0.28 0.20 0.15 0.44 10 4.6 3.8 4.0 2.0 3.00 0.950 1.42 0.500 1.19 0.102 0.100 1.72e-07 0.100 0.000415 19.1 3.73 37.3 1.13 6.11 0.163 0.0944 0.00108 0.100 0.0328
77.0 20 2.848036773823803 4.889912909166539 6.0 6.0 6.0 2.1 0.28 0.20 0.15 0.44 10 4.6 3.8 4.0 2.0 3.00 0.950 1.42 0.500 1.19 0.102 0.100 1.72e-07 0.100 0.000415 19.1 3.73 37.3 1.13 6.11 0.163 0.0956 0.000991 0.100 0.0315
78.0 20 2.848036773823803 4.889912909166539 6.0 6.0 6.0 2.1 0.28 0.20 0.15 0.44 10 4.6 3.8 4.0 2.0 3.00 0.950 1.42 0.500 1.19 0.102 0.100 1.72e-07 0.100 0.000415 19.1 3.73 37.3 1.13 6.11 0.163 0.0956 0.000991 0.100 0.0315
79.0 20 2.848036773823803 4.889912909166539 6.0 6.0 6.0 2.1 0.28 0.20 0.15 0.44 10 4.6 3.8 4.0 2.0 3.00 0.950 1.42 0.500 1.19 0.102 0.100 1.72e-07 0.100 0.000415 19.1 3.73 37.3 1.13 6.11 0.163 0.0956 0.000991 0.100 0.0315
80.0 20 2.848036773823803 4.889912909166539 6.0 6.0 6.0 2.1 0.28 0.20 0.15 0.44 10 4.6 3.8 4.0 2.0 3.00 0.950 1.42 0.500 1.19 0.102 0.100 1.72e-07 0.100 0.000415 20.8 4.10 48.2 1.13 6.94 0.163 0.0966 0.00102 0.100 0.0319
