#####################################################################
# Alchemist log file - simulation started at: 2025-02-18T11:24+0000 #
#####################################################################
#
# seed = 6.0
#
# The columns have the following meaning: 
# time nodes network-hub-xCoord network-hub-yCoord network-diameter[max] network-diameter[mean] network-diameter[median] network-density[max] network-density[mean] network-density[variance] network-density[median] network-density[StandardDeviation] nodes-degree[max] nodes-degree[mean] nodes-degree[variance] nodes-degree[median] nodes-degree[StandardDeviation] children-count[max] children-count[mean] children-count[variance] children-count[median] children-count[StandardDeviation] local-success[max] local-success[mean] local-success[variance] local-success[median] local-success[StandardDeviation] resource[max] resource[mean] resource[variance] resource[median] resource[StandardDeviation] success[max] success[mean] success[variance] success[median] success[StandardDeviation] 
14.0 11 18.091296492970095 14.717682968417762 4.0 4.0 4.0 1.2 0.23 0.12 0.12 0.35 5.0 2.9 1.5 3.0 1.2 3.00 0.909 1.89 0.00 1.38 3.52 0.637 1.15 0.108 1.07 1.97e+03 218 3.43e+05 11.3 585 4.99 1.08 2.72 0.245 1.65
15.0 11 18.091296492970095 14.717682968417762 4.0 4.0 4.0 1.2 0.23 0.12 0.12 0.35 5.0 2.9 1.5 3.0 1.2 3.00 0.909 1.89 0.00 1.38 3.52 0.637 1.15 0.108 1.07 1.97e+03 218 3.43e+05 11.3 585 4.99 1.25 2.93 0.245 1.71
16.0 11 18.091296492970095 14.717682968417762 4.0 4.0 4.0 1.2 0.23 0.12 0.12 0.35 5.0 2.9 1.5 3.0 1.2 3.00 0.909 1.89 0.00 1.38 3.52 0.637 1.15 0.108 1.07 1.97e+03 219 3.42e+05 12.8 585 4.99 1.39 2.78 0.729 1.67
17.0 11 18.091296492970095 14.717682968417762 4.0 4.0 4.0 1.2 0.23 0.12 0.12 0.35 5.0 2.9 1.5 3.0 1.2 3.00 0.909 1.89 0.00 1.38 3.52 0.637 1.15 0.108 1.07 2.94e+04 3.68e+03 8.15e+07 34.3 9.03e+03 4.99 1.39 2.78 0.729 1.67
18.0 11 18.091296492970095 14.717682968417762 4.0 4.0 4.0 1.2 0.23 0.12 0.12 0.35 5.0 2.9 1.5 3.0 1.2 3.00 0.909 1.89 0.00 1.38 3.52 0.637 1.15 0.108 1.07 2.94e+04 3.68e+03 8.15e+07 34.3 9.03e+03 4.99 1.39 2.78 0.729 1.67
19.0 11 18.091296492970095 14.717682968417762 4.0 4.0 4.0 1.2 0.23 0.12 0.12 0.35 5.0 2.9 1.5 3.0 1.2 3.00 0.909 1.89 0.00 1.38 3.52 0.637 1.15 0.108 1.07 2.94e+04 3.68e+03 8.15e+07 34.3 9.03e+03 4.99 1.39 2.78 0.729 1.67
20.0 11 18.091296492970095 14.717682968417762 4.0 4.0 4.0 1.2 0.23 0.12 0.12 0.35 5.0 2.9 1.5 3.0 1.2 3.00 0.909 1.89 0.00 1.38 3.52 0.637 1.15 0.108 1.07 2.94e+04 3.68e+03 8.15e+07 34.3 9.03e+03 4.99 1.39 2.78 0.729 1.67
21.0 14 19.032657009094603 17.66012549393437 5.0 5.0 5.0 1.5 0.24 0.16 0.090 0.40 5.0 3.3 1.3 3.0 1.1 3.00 0.929 1.92 0.00 1.38 21.8 3.56 53.4 0.128 7.31 2.94e+04 2.89e+03 6.52e+07 9.26 8.07e+03 21.8 4.15 51.0 1.40 7.14
22.0 14 19.032657009094603 17.66012549393437 5.0 5.0 5.0 1.5 0.24 0.16 0.090 0.40 5.0 3.3 1.3 3.0 1.1 3.00 0.929 1.92 0.00 1.38 21.8 3.56 53.4 0.128 7.31 2.94e+04 2.89e+03 6.52e+07 9.26 8.07e+03 42.9 6.96 158 1.40 12.6
23.0 14 19.032657009094603 17.66012549393437 5.0 5.0 5.0 1.5 0.24 0.16 0.090 0.40 5.0 3.3 1.3 3.0 1.1 3.00 0.929 1.92 0.00 1.38 21.8 3.56 53.4 0.128 7.31 2.94e+04 2.89e+03 6.52e+07 9.26 8.07e+03 44.3 9.77 256 1.40 16.0
24.0 14 19.032657009094603 17.66012549393437 5.0 5.0 5.0 1.5 0.24 0.16 0.090 0.40 5.0 3.3 1.3 3.0 1.1 3.00 0.929 1.92 0.00 1.38 21.8 3.56 53.4 0.128 7.31 2.94e+04 2.89e+03 6.52e+07 9.26 8.07e+03 44.3 11.2 264 1.40 16.2
25.0 14 19.032657009094603 17.66012549393437 5.0 5.0 5.0 1.5 0.24 0.16 0.090 0.40 5.0 3.3 1.3 3.0 1.1 3.00 0.929 1.92 0.00 1.38 21.8 3.56 53.4 0.128 7.31 2.94e+04 2.90e+03 6.52e+07 9.97 8.07e+03 44.3 12.3 249 3.74 15.8
26.0 14 19.032657009094603 17.66012549393437 5.0 5.0 5.0 1.5 0.24 0.16 0.090 0.40 5.0 3.3 1.3 3.0 1.1 3.00 0.929 1.92 0.00 1.38 21.8 3.56 53.4 0.128 7.31 9.87e+07 1.33e+07 1.11e+15 405 3.34e+07 44.3 12.3 249 3.74 15.8
27.0 14 19.032657009094603 17.66012549393437 5.0 5.0 5.0 1.5 0.24 0.16 0.090 0.40 5.0 3.3 1.3 3.0 1.1 3.00 0.929 1.92 0.00 1.38 21.8 3.56 53.4 0.128 7.31 9.87e+07 1.33e+07 1.11e+15 405 3.34e+07 44.3 12.3 249 3.74 15.8
28.0 14 19.032657009094603 17.66012549393437 5.0 5.0 5.0 1.5 0.24 0.16 0.090 0.40 5.0 3.3 1.3 3.0 1.1 3.00 0.929 1.92 0.00 1.38 21.8 3.56 53.4 0.128 7.31 9.87e+07 1.33e+07 1.11e+15 405 3.34e+07 44.3 12.3 249 3.74 15.8
29.0 14 19.032657009094603 17.66012549393437 5.0 5.0 5.0 1.5 0.24 0.16 0.090 0.40 5.0 3.3 1.3 3.0 1.1 3.00 0.929 1.92 0.00 1.38 21.8 3.56 53.4 0.128 7.31 9.87e+07 1.33e+07 1.11e+15 405 3.34e+07 44.3 12.3 249 3.74 15.8
30.0 14 19.032657009094603 17.66012549393437 5.0 5.0 5.0 1.5 0.24 0.16 0.090 0.40 5.0 3.3 1.3 3.0 1.1 3.00 0.929 1.92 0.00 1.38 21.8 3.56 53.4 0.128 7.31 9.87e+07 1.33e+07 1.11e+15 405 3.34e+07 44.3 12.3 249 3.74 15.8
31.0 17 18.729098526838104 20.138744841452155 6.0 6.0 6.0 1.9 0.24 0.20 0.081 0.45 6.0 3.4 1.5 3.0 1.2 3.00 0.941 1.93 0.00 1.39 138 25.4 2.42e+03 1.27 49.2 9.87e+07 1.10e+07 9.33e+14 91.6 3.05e+07 138 32.6 2.26e+03 11.7 47.5
32.0 17 18.729098526838104 20.138744841452155 6.0 6.0 6.0 1.9 0.24 0.20 0.081 0.45 6.0 3.4 1.5 3.0 1.2 3.00 0.941 1.93 0.00 1.39 138 25.4 2.42e+03 1.27 49.2 9.87e+07 1.10e+07 9.33e+14 91.6 3.05e+07 382 53.9 9.42e+03 11.7 97.1
33.0 17 18.729098526838104 20.138744841452155 6.0 6.0 6.0 1.9 0.24 0.20 0.081 0.45 6.0 3.4 1.5 3.0 1.2 3.00 0.941 1.93 0.00 1.39 138 25.4 2.42e+03 1.27 49.2 9.87e+07 1.10e+07 9.33e+14 91.6 3.05e+07 403 75.1 1.66e+04 11.7 129
34.0 17 18.729098526838104 20.138744841452155 6.0 6.0 6.0 1.9 0.24 0.20 0.081 0.45 6.0 3.4 1.5 3.0 1.2 3.00 0.941 1.93 0.00 1.39 138 25.4 2.42e+03 1.27 49.2 9.87e+07 1.10e+07 9.33e+14 91.6 3.05e+07 405 96.3 2.28e+04 11.7 151
35.0 17 18.729098526838104 20.138744841452155 6.0 6.0 6.0 1.9 0.24 0.20 0.081 0.45 6.0 3.4 1.5 3.0 1.2 3.00 0.941 1.93 0.00 1.39 138 25.4 2.42e+03 1.27 49.2 9.87e+07 1.10e+07 9.33e+14 91.6 3.05e+07 405 107 2.32e+04 11.7 152
36.0 17 18.729098526838104 20.138744841452155 6.0 6.0 6.0 1.9 0.24 0.20 0.081 0.45 6.0 3.4 1.5 3.0 1.2 3.00 0.941 1.93 0.00 1.39 138 25.4 2.42e+03 1.27 49.2 9.87e+07 1.10e+07 9.33e+14 91.6 3.05e+07 405 116 2.21e+04 52.9 149
37.0 17 18.729098526838104 20.138744841452155 6.0 6.0 6.0 1.9 0.24 0.20 0.081 0.45 6.0 3.4 1.5 3.0 1.2 3.00 0.941 1.93 0.00 1.39 138 25.4 2.42e+03 1.27 49.2 3.28e+14 4.55e+13 1.07e+28 1.02e+03 1.04e+14 405 116 2.21e+04 52.9 149
38.0 17 18.729098526838104 20.138744841452155 6.0 6.0 6.0 1.9 0.24 0.20 0.081 0.45 6.0 3.4 1.5 3.0 1.2 3.00 0.941 1.93 0.00 1.39 138 25.4 2.42e+03 1.27 49.2 3.28e+14 4.55e+13 1.07e+28 1.02e+03 1.04e+14 405 116 2.21e+04 52.9 149
39.0 17 18.729098526838104 20.138744841452155 6.0 6.0 6.0 1.9 0.24 0.20 0.081 0.45 6.0 3.4 1.5 3.0 1.2 3.00 0.941 1.93 0.00 1.39 138 25.4 2.42e+03 1.27 49.2 3.28e+14 4.55e+13 1.07e+28 1.02e+03 1.04e+14 405 116 2.21e+04 52.9 149
40.0 17 18.729098526838104 20.138744841452155 6.0 6.0 6.0 1.9 0.24 0.20 0.081 0.45 6.0 3.4 1.5 3.0 1.2 3.00 0.941 1.93 0.00 1.39 138 25.4 2.42e+03 1.27 49.2 3.28e+14 4.55e+13 1.07e+28 1.02e+03 1.04e+14 405 116 2.21e+04 52.9 149
41.0 17 18.729098526838104 20.138744841452155 6.0 6.0 6.0 1.9 0.24 0.20 0.081 0.45 6.0 3.4 1.5 3.0 1.2 3.00 0.941 1.93 0.00 1.39 138 25.4 2.42e+03 1.27 49.2 3.28e+14 4.55e+13 1.07e+28 1.02e+03 1.04e+14 405 116 2.21e+04 52.9 149
42.0 17 18.729098526838104 20.138744841452155 6.0 6.0 6.0 1.9 0.24 0.20 0.081 0.45 6.0 3.4 1.5 3.0 1.2 3.00 0.941 1.93 0.00 1.39 138 25.4 2.42e+03 1.27 49.2 3.28e+14 4.55e+13 1.07e+28 1.02e+03 1.04e+14 405 116 2.21e+04 52.9 149
43.0 20 18.122706188331044 22.375142189145166 7.0 7.0 7.0 2.2 0.25 0.24 0.095 0.49 6.0 3.5 1.8 3.5 1.4 3.00 0.950 1.94 0.00 1.39 343 62.5 1.12e+04 1.48 106 3.28e+14 3.86e+13 9.30e+27 148 9.64e+13 405 139 2.28e+04 114 151
44.0 20 18.122706188331044 22.375142189145166 7.0 7.0 7.0 2.2 0.25 0.24 0.095 0.49 6.0 3.5 1.8 3.5 1.4 3.00 0.950 1.94 0.00 1.39 343 62.5 1.12e+04 1.48 106 3.28e+14 3.86e+13 9.30e+27 148 9.64e+13 819 173 4.59e+04 114 214
45.0 20 18.122706188331044 22.375142189145166 7.0 7.0 7.0 2.2 0.25 0.24 0.095 0.49 6.0 3.5 1.8 3.5 1.4 3.00 0.950 1.94 0.00 1.39 343 62.5 1.12e+04 1.48 106 3.28e+14 3.86e+13 9.30e+27 148 9.64e+13 1.06e+03 207 8.41e+04 114 290
46.0 20 18.122706188331044 22.375142189145166 7.0 7.0 7.0 2.2 0.25 0.24 0.095 0.49 6.0 3.5 1.8 3.5 1.4 3.00 0.950 1.94 0.00 1.39 343 62.5 1.12e+04 1.48 106 3.28e+14 3.86e+13 9.30e+27 148 9.64e+13 1.08e+03 241 1.21e+05 114 348
47.0 20 18.122706188331044 22.375142189145166 7.0 7.0 7.0 2.2 0.25 0.24 0.095 0.49 6.0 3.5 1.8 3.5 1.4 3.00 0.950 1.94 0.00 1.39 343 62.5 1.12e+04 1.48 106 3.28e+14 3.86e+13 9.30e+27 148 9.64e+13 1.09e+03 275 1.56e+05 114 395
48.0 20 18.122706188331044 22.375142189145166 7.0 7.0 7.0 2.2 0.25 0.24 0.095 0.49 6.0 3.5 1.8 3.5 1.4 3.00 0.950 1.94 0.00 1.39 343 62.5 1.12e+04 1.48 106 3.28e+14 3.86e+13 9.30e+27 148 9.64e+13 1.09e+03 293 1.60e+05 114 400
49.0 20 18.122706188331044 22.375142189145166 7.0 7.0 7.0 2.2 0.25 0.24 0.095 0.49 6.0 3.5 1.8 3.5 1.4 3.00 0.950 1.94 0.00 1.39 343 62.5 1.12e+04 1.48 106 3.28e+14 3.86e+13 9.30e+27 108 9.64e+13 1.09e+03 306 1.56e+05 132 395
50.0 20 18.122706188331044 22.375142189145166 7.0 7.0 7.0 2.2 0.25 0.24 0.095 0.49 6.0 3.5 1.8 3.5 1.4 3.00 0.950 1.94 0.00 1.39 343 62.5 1.12e+04 1.48 106 2.42e+44 1.49e+43 3.01e+87 71.6 5.49e+43 1.09e+03 306 1.56e+05 132 395
51.0 20 18.122706188331044 22.375142189145166 7.0 7.0 7.0 2.2 0.25 0.24 0.095 0.49 6.0 3.5 1.8 3.5 1.4 3.00 0.950 1.94 0.00 1.39 343 62.5 1.12e+04 1.48 106 2.42e+44 1.49e+43 3.01e+87 71.6 5.49e+43 1.09e+03 306 1.56e+05 132 395
52.0 20 18.122706188331044 22.375142189145166 7.0 7.0 7.0 2.2 0.25 0.24 0.095 0.49 6.0 3.5 1.8 3.5 1.4 3.00 0.950 1.94 0.00 1.39 343 62.5 1.12e+04 1.48 106 2.42e+44 1.49e+43 3.01e+87 71.6 5.49e+43 1.09e+03 306 1.56e+05 132 395
53.0 20 18.122706188331044 22.375142189145166 7.0 7.0 7.0 2.2 0.25 0.24 0.095 0.49 6.0 3.5 1.8 3.5 1.4 3.00 0.950 1.94 0.00 1.39 343 62.5 1.12e+04 1.48 106 2.42e+44 1.49e+43 3.01e+87 71.6 5.49e+43 1.09e+03 306 1.56e+05 132 395
54.0 20 18.122706188331044 22.375142189145166 7.0 7.0 7.0 2.2 0.25 0.24 0.095 0.49 6.0 3.5 1.8 3.5 1.4 3.00 0.950 1.94 0.00 1.39 343 62.5 1.12e+04 1.48 106 2.42e+44 1.49e+43 3.01e+87 71.6 5.49e+43 1.09e+03 306 1.56e+05 132 395
55.0 20 18.122706188331044 22.375142189145166 7.0 7.0 7.0 2.2 0.25 0.24 0.095 0.49 6.0 3.5 1.8 3.5 1.4 3.00 0.950 1.94 0.00 1.39 343 62.5 1.12e+04 1.48 106 2.42e+44 1.49e+43 3.01e+87 71.6 5.49e+43 1.09e+03 306 1.56e+05 132 395
56.0 20 18.122706188331044 22.375142189145166 7.0 7.0 7.0 2.2 0.25 0.24 0.095 0.49 6.0 3.5 1.8 3.5 1.4 3.00 0.950 1.94 0.00 1.39 343 62.5 1.12e+04 1.48 106 2.42e+44 1.49e+43 3.01e+87 71.6 5.49e+43 1.09e+03 306 1.56e+05 132 395
57.0 23 17.243290113055078 24.626533204955056 8.0 8.0 8.0 2.5 0.25 0.28 0.083 0.53 6.0 3.6 1.7 4.0 1.3 3.00 0.957 1.95 0.00 1.40 417 93.4 1.79e+04 3.52 134 2.42e+44 1.29e+43 2.63e+87 16.7 5.13e+43 1.09e+03 305 1.36e+05 158 369
58.0 23 17.243290113055078 24.626533204955056 8.0 8.0 8.0 2.5 0.25 0.28 0.083 0.53 6.0 3.6 1.7 4.0 1.3 3.00 0.957 1.95 0.00 1.40 417 93.4 1.79e+04 3.52 134 2.42e+44 1.29e+43 2.63e+87 16.7 5.13e+43 1.09e+03 329 1.52e+05 158 389
59.0 23 17.243290113055078 24.626533204955056 8.0 8.0 8.0 2.5 0.25 0.28 0.083 0.53 6.0 3.6 1.7 4.0 1.3 3.00 0.957 1.95 0.00 1.40 417 93.4 1.79e+04 3.52 134 2.42e+44 1.29e+43 2.63e+87 16.7 5.13e+43 1.37e+03 353 1.90e+05 158 436
60.0 23 17.243290113055078 24.626533204955056 8.0 8.0 8.0 2.5 0.25 0.28 0.083 0.53 6.0 3.6 1.7 4.0 1.3 3.00 0.957 1.95 0.00 1.40 417 93.4 1.79e+04 3.52 134 2.42e+44 1.29e+43 2.63e+87 16.7 5.13e+43 1.62e+03 378 2.39e+05 158 489
61.0 23 17.243290113055078 24.626533204955056 8.0 8.0 8.0 2.5 0.25 0.28 0.083 0.53 6.0 3.6 1.7 4.0 1.3 3.00 0.957 1.95 0.00 1.40 417 93.4 1.79e+04 3.52 134 2.42e+44 1.29e+43 2.63e+87 16.7 5.13e+43 1.64e+03 402 2.88e+05 158 537
62.0 23 17.243290113055078 24.626533204955056 8.0 8.0 8.0 2.5 0.25 0.28 0.083 0.53 6.0 3.6 1.7 4.0 1.3 3.00 0.957 1.95 0.00 1.40 417 93.4 1.79e+04 3.52 134 2.42e+44 1.29e+43 2.63e+87 16.7 5.13e+43 1.64e+03 426 3.36e+05 158 579
63.0 23 17.243290113055078 24.626533204955056 8.0 8.0 8.0 2.5 0.25 0.28 0.083 0.53 6.0 3.6 1.7 4.0 1.3 3.00 0.957 1.95 0.00 1.40 417 93.4 1.79e+04 3.52 134 2.42e+44 1.29e+43 2.63e+87 16.7 5.13e+43 1.64e+03 438 3.43e+05 158 586
64.0 23 17.243290113055078 24.626533204955056 8.0 8.0 8.0 2.5 0.25 0.28 0.083 0.53 6.0 3.6 1.7 4.0 1.3 3.00 0.957 1.95 0.00 1.40 417 93.4 1.79e+04 3.52 134 2.42e+44 1.29e+43 2.63e+87 17.7 5.13e+43 1.64e+03 448 3.40e+05 165 583
65.0 23 17.243290113055078 24.626533204955056 8.0 8.0 8.0 2.5 0.25 0.28 0.083 0.53 6.0 3.6 1.7 4.0 1.3 3.00 0.957 1.95 0.00 1.40 417 93.4 1.79e+04 3.52 134 4.63e+102 2.01e+101 9.32e+203 17.7 9.66e+101 1.64e+03 448 3.40e+05 165 583
66.0 23 17.243290113055078 24.626533204955056 8.0 8.0 8.0 2.5 0.25 0.28 0.083 0.53 6.0 3.6 1.7 4.0 1.3 3.00 0.957 1.95 0.00 1.40 417 93.4 1.79e+04 3.52 134 4.63e+102 2.01e+101 9.32e+203 17.7 9.66e+101 1.64e+03 448 3.40e+05 165 583
67.0 23 17.243290113055078 24.626533204955056 8.0 8.0 8.0 2.5 0.25 0.28 0.083 0.53 6.0 3.6 1.7 4.0 1.3 3.00 0.957 1.95 0.00 1.40 417 93.4 1.79e+04 3.52 134 4.63e+102 2.01e+101 9.32e+203 17.7 9.66e+101 1.64e+03 448 3.40e+05 165 583
68.0 23 17.243290113055078 24.626533204955056 8.0 8.0 8.0 2.5 0.25 0.28 0.083 0.53 6.0 3.6 1.7 4.0 1.3 3.00 0.957 1.95 0.00 1.40 417 93.4 1.79e+04 3.52 134 4.63e+102 2.01e+101 9.32e+203 17.7 9.66e+101 1.64e+03 448 3.40e+05 165 583
69.0 23 17.243290113055078 24.626533204955056 8.0 8.0 8.0 2.5 0.25 0.28 0.083 0.53 6.0 3.6 1.7 4.0 1.3 3.00 0.957 1.95 0.00 1.40 417 93.4 1.79e+04 3.52 134 4.63e+102 2.01e+101 9.32e+203 17.7 9.66e+101 1.64e+03 448 3.40e+05 165 583
70.0 23 17.243290113055078 24.626533204955056 8.0 8.0 8.0 2.5 0.25 0.28 0.083 0.53 6.0 3.6 1.7 4.0 1.3 3.00 0.957 1.95 0.00 1.40 417 93.4 1.79e+04 3.52 134 4.63e+102 2.01e+101 9.32e+203 17.7 9.66e+101 1.64e+03 448 3.40e+05 165 583
71.0 23 17.243290113055078 24.626533204955056 8.0 8.0 8.0 2.5 0.25 0.28 0.083 0.53 6.0 3.6 1.7 4.0 1.3 3.00 0.957 1.95 0.00 1.40 417 93.4 1.79e+04 3.52 134 4.63e+102 2.01e+101 9.32e+203 17.7 9.66e+101 1.64e+03 448 3.40e+05 165 583
72.0 23 17.243290113055078 24.626533204955056 8.0 8.0 8.0 2.5 0.25 0.28 0.083 0.53 6.0 3.6 1.7 4.0 1.3 3.00 0.957 1.95 0.00 1.40 417 93.4 1.79e+04 3.52 134 4.63e+102 2.01e+101 9.32e+203 17.7 9.66e+101 1.64e+03 448 3.40e+05 165 583
73.0 26 15.85881724958983 26.120540246708554 9.0 9.0 9.0 2.9 0.26 0.32 0.080 0.56 6.0 3.5 1.9 3.5 1.4 3.00 0.962 1.96 0.00 1.40 417 112 1.94e+04 20.6 139 4.63e+102 1.78e+101 8.25e+203 0.304 9.08e+101 1.64e+03 425 3.04e+05 193 551
74.0 26 15.85881724958983 26.120540246708554 9.0 9.0 9.0 2.9 0.26 0.32 0.080 0.56 6.0 3.5 1.9 3.5 1.4 3.00 0.962 1.96 0.00 1.40 417 112 1.94e+04 20.6 139 4.63e+102 1.78e+101 8.25e+203 0.304 9.08e+101 1.64e+03 439 3.08e+05 193 555
75.0 26 15.85881724958983 26.120540246708554 9.0 9.0 9.0 2.9 0.26 0.32 0.080 0.56 6.0 3.5 1.9 3.5 1.4 3.00 0.962 1.96 0.00 1.40 417 112 1.94e+04 20.6 139 4.63e+102 1.78e+101 8.25e+203 0.304 9.08e+101 1.64e+03 452 3.26e+05 193 571
76.0 26 15.85881724958983 26.120540246708554 9.0 9.0 9.0 2.9 0.26 0.32 0.080 0.56 6.0 3.5 1.9 3.5 1.4 3.00 0.962 1.96 0.00 1.40 417 112 1.94e+04 20.6 139 4.63e+102 1.78e+101 8.25e+203 0.304 9.08e+101 1.72e+03 465 3.56e+05 193 597
77.0 26 15.85881724958983 26.120540246708554 9.0 9.0 9.0 2.9 0.26 0.32 0.080 0.56 6.0 3.5 1.9 3.5 1.4 3.00 0.962 1.96 0.00 1.40 417 112 1.94e+04 20.6 139 4.63e+102 1.78e+101 8.25e+203 0.304 9.08e+101 1.96e+03 479 3.92e+05 193 626
78.0 26 15.85881724958983 26.120540246708554 9.0 9.0 9.0 2.9 0.26 0.32 0.080 0.56 6.0 3.5 1.9 3.5 1.4 3.00 0.962 1.96 0.00 1.40 417 112 1.94e+04 20.6 139 4.63e+102 1.78e+101 8.25e+203 0.304 9.08e+101 1.99e+03 492 4.29e+05 193 655
79.0 26 15.85881724958983 26.120540246708554 9.0 9.0 9.0 2.9 0.26 0.32 0.080 0.56 6.0 3.5 1.9 3.5 1.4 3.00 0.962 1.96 0.00 1.40 417 112 1.94e+04 20.6 139 4.63e+102 1.78e+101 8.25e+203 0.304 9.08e+101 1.99e+03 505 4.66e+05 193 682
